PokemonsName	TrainersName	CurrentLevel	primaryType	secondaryType
Taillow	Chaser♂ Calda	32	1	18
Slakoth	Chaser♂ Calda	21	1	NULL
Furret	Chaser♂ Calda	50	1	NULL
Swellow	Chaser♂ Calda	51	1	18
Vigoroth	Chaser♂ Calda	50	1	NULL
Ariados	Chaser♀ Devas	58	8	7
Ninetales	Chaser♀ Devas	56	5	NULL
Forretress	Chaser♀ Devas	57	8	11
Politoed	Chaser♀ Devas	57	2	NULL
Nuzleaf	Chaser♂ Drook	60	3	12
Jumpluff	Chaser♂ Drook	61	3	18
Volbeat	Chaser♂ Drook	60	8	NULL
Beautifly	Chaser♂ Drook	60	8	18
Gulpin	Chaser♀ Emok	27	7	NULL
Zubat	Chaser♀ Emok	27	7	18
Gulpin	Chaser♀ Emok	36	7	NULL
Golbat	Chaser♀ Emok	36	7	18
Swalot	Chaser♀ Emok	54	7	NULL
Golbat	Chaser♀ Emok	54	7	18
Magikarp	Chaser♂ Gurks	36	2	NULL
Feebas	Chaser♂ Gurks	36	2	NULL
Wailord	Chaser♂ Gurks	40	2	NULL
Wailmer	Chaser♂ Gurks	42	2	NULL
Wailmer	Chaser♂ Gurks	42	2	NULL
Wailord	Chaser♂ Gurks	45	2	NULL
Wailord	Chaser♂ Gurks	51	2	NULL
Wailord	Chaser♂ Gurks	51	2	NULL
Wailord	Chaser♂ Gurks	56	2	NULL
Wailord	Chaser♂ Gurks	56	2	NULL
Phanpy	Chaser♀ Kai	31	6	NULL
Trapinch	Chaser♀ Kai	32	6	NULL
Phanpy	Chaser♀ Kai	38	6	NULL
Vibrava	Chaser♀ Kai	38	6	10
Roselia	Chaser♂ Kell	52	3	7
Lileep	Chaser♂ Kell	52	4	3
Spinda	Chaser♂ Kell	51	1	NULL
Kirlia	Chaser♀ Liaks	37	14	16
Gloom	Chaser♀ Liaks	38	3	7
Roselia	Chaser♀ Liaks	38	3	7
Stantler	Chaser♀ Liaks	50	1	NULL
Golduck	Chaser♀ Liaks	54	2	NULL
Gloom	Chaser♀ Liaks	53	3	7
Jumpluff	Chaser♀ Liaks	53	3	18
Stantler	Chaser♀ Liaks	50	1	NULL
Golduck	Chaser♀ Liaks	54	2	NULL
Gloom	Chaser♀ Liaks	53	3	7
Jumpluff	Chaser♀ Liaks	53	3	18
Noctowl	Chaser♀ Liaks	52	1	18
Koffing	Chaser♂ Maiz	32	7	NULL
Ralts	Chaser♂ Maiz	31	14	16
Shroomish	Chaser♂ Maiz	32	3	NULL
Koffing	Chaser♂ Maiz	38	7	NULL
Kirlia	Chaser♂ Maiz	38	14	16
Shroomish	Chaser♂ Maiz	39	3	NULL
Natu	Chaser♀ Mela	33	14	18
Tentacool	Chaser♀ Mela	32	2	7
Teddiursa	Chaser♀ Mela	32	1	NULL
Natu	Chaser♀ Mela	40	14	18
Tentacool	Chaser♀ Mela	41	2	7
Teddiursa	Chaser♀ Mela	39	1	NULL
Geodude	Chaser♀ Rehan	32	4	6
Lotad	Chaser♀ Rehan	31	2	3
Snorunt	Chaser♀ Rehan	32	17	NULL
Slakoth	Chaser♀ Rehan	31	1	NULL
Graveler	Chaser♀ Rehan	37	4	6
Lotad	Chaser♀ Rehan	38	2	3
Snorunt	Chaser♀ Rehan	37	17	NULL
Slakoth	Chaser♀ Rehan	38	1	NULL
Shelgon	Chaser♂ Rugen	40	10	NULL
Vigoroth	Chaser♂ Rugen	41	1	NULL
Natu	Chaser♀ Tisler	30	14	18
Meditite	Chaser♀ Tisler	30	13	14
Swellow	Chaser♂ Trus	40	1	18
Magneton	Chaser♂ Trus	40	9	11
Ninetales	Chaser♂ Trus	40	5	NULL
Machoke	Chaser♂ Trus	40	13	NULL
Vigoroth	Chaser♂ Zime	52	1	NULL
Combusken	Chaser♂ Zime	55	5	13
Koffing	Chaser♂ Zime	53	7	NULL
Swellow	Chaser♂ Zime	54	1	18
Misdreavus	Chaser♂ Bano	50	15	NULL
Wobbuffet	Chaser♂ Bano	50	14	NULL
Quagsire	Chaser♂ Bano	50	2	6
Swellow	Chaser♂ Bano	50	1	18
Golbat	Chaser♂ Bano	50	7	18
Sandslash	Chaser♂ Bano	50	6	NULL
Poochyena	Chaser♀ Busen	50	12	NULL
Zigzagoon	Chaser♀ Busen	50	1	NULL
Ralts	Chaser♀ Busen	50	14	16
Skitty	Chaser♀ Busen	50	1	NULL
Whismur	Chaser♀ Busen	50	1	NULL
Shroomish	Chaser♀ Busen	50	3	NULL
Hariyama	Chaser♂ Chotle	100	13	NULL
Rayquaza	Chaser♂ Chotle	100	10	18
Rhydon	Chaser♂ Chotle	100	6	4
Sceptile	Chaser♂ Chotle	100	3	NULL
Milotic	Chaser♂ Chotle	100	2	NULL
Gyarados	Chaser♂ Chotle	100	2	18
Zangoose	Chaser♂ Defren	50	1	NULL
Corsola	Chaser♂ Defren	50	2	4
Donphan	Chaser♂ Defren	50	6	NULL
Milotic	Chaser♂ Defren	50	2	NULL
Meganium	Chaser♂ Defren	50	3	NULL
Cradily	Chaser♂ Defren	50	4	3
Miltank	Chaser♀ Ethior	100	1	NULL
Ninjask	Chaser♀ Ethior	100	8	18
Cradily	Chaser♀ Ethior	100	4	3
Hariyama	Chaser♀ Ethior	100	13	NULL
Espeon	Chaser♀ Ethior	100	14	NULL
Suicune	Chaser♀ Ethior	100	2	NULL
Milotic	Chaser♂ Faul	50	2	NULL
Houndoom	Chaser♂ Faul	50	12	5
Claydol	Chaser♂ Faul	50	6	14
Starmie	Chaser♂ Faul	50	2	14
Magneton	Chaser♂ Faul	50	9	11
Seviper	Chaser♂ Faul	50	7	NULL
Corphish	Chaser♀ Gucio	50	2	NULL
Barboach	Chaser♀ Gucio	50	2	6
Wailmer	Chaser♀ Gucio	50	2	NULL
Carvanha	Chaser♀ Gucio	50	2	12
Goldeen	Chaser♀ Gucio	50	2	NULL
Horsea	Chaser♀ Gucio	50	2	NULL
Nosepass	Chaser♂ Klame	50	4	NULL
Clamperl	Chaser♂ Klame	50	2	NULL
Machoke	Chaser♂ Klame	50	13	NULL
Ariados	Chaser♂ Klame	50	8	7
Medicham	Chaser♂ Klame	50	13	14
Delcatty	Chaser♂ Klame	50	1	NULL
Typhlosion	Chaser♂ Krigon	50	5	NULL
Misdreavus	Chaser♂ Krigon	50	15	NULL
Camerupt	Chaser♂ Krigon	50	5	6
Lunatone	Chaser♂ Krigon	50	4	14
Ampharos	Chaser♂ Krigon	50	9	NULL
Solrock	Chaser♂ Krigon	50	4	14
Delibird	Chaser♂ Mandev	50	17	18
Flaaffy	Chaser♂ Mandev	50	9	NULL
Spoink	Chaser♂ Mandev	50	14	NULL
Swablu	Chaser♂ Mandev	50	1	18
Tentacool	Chaser♂ Mandev	50	2	7
Numel	Chaser♂ Mandev	50	5	6
Wooper	Chaser♂ Renfar	50	2	6
Shroomish	Chaser♂ Renfar	50	3	NULL
Marill	Chaser♂ Renfar	50	2	16
Makuhita	Chaser♂ Renfar	50	13	NULL
Lotad	Chaser♂ Renfar	50	2	3
Whismur	Chaser♂ Renfar	50	1	NULL
Weezing	Chaser♂ Slaben	50	7	NULL
Muk	Chaser♂ Slaben	50	7	NULL
Claydol	Chaser♂ Slaben	50	6	14
Golem	Chaser♂ Slaben	50	4	6
Shiftry	Chaser♂ Slaben	50	3	12
Ludicolo	Chaser♂ Slaben	50	2	3
Rhyhorn	Chaser♀ Atles	29	6	4
Tentacool	Chaser♀ Atles	29	2	7
Sudowoodo	Chaser♀ Blist	43	4	NULL
Kirlia	Chaser♀ Blist	43	14	16
Croconaw	Chaser♀ Blist	43	2	NULL
Loudred	Chaser♀ Blist	42	1	NULL
Wooper	Chaser♀ Cidlor	13	2	6
Natu	Chaser♀ Cidlor	12	14	18
Cyndaquil	Chaser♂ Dabil	12	5	NULL
Scizor	Chaser♂ Daks	50	8	11
Electabuzz	Chaser♂ Daks	50	9	NULL
Quagsire	Chaser♂ Daks	50	2	6
Arcanine	Chaser♂ Daks	50	5	NULL
Walrein	Chaser♂ Daks	50	17	2
Primeape	Chaser♂ Daks	50	13	NULL
Shuppet	Chaser♀ Finol	16	15	NULL
Ledyba	Chaser♀ Finol	16	8	18
Remoraid	Chaser♀ Finol	16	2	NULL
Togepi	Chaser♀ Finol	16	16	NULL
Shuppet	Chaser♀ Finol	23	15	NULL
Ledyba	Chaser♀ Finol	23	8	18
Remoraid	Chaser♀ Finol	23	2	NULL
Togetic	Chaser♀ Finol	23	16	18
Banette	Chaser♀ Finol	50	15	NULL
Ledian	Chaser♀ Finol	50	8	18
Octillery	Chaser♀ Finol	50	2	NULL
Togetic	Chaser♀ Finol	50	16	18
Loudred	Chaser♀ Fopaw	29	1	NULL
Luvdisc	Chaser♀ Fopaw	29	2	NULL
Xatu	Chaser♂ Furgy	34	14	18
Dodrio	Chaser♂ Furgy	50	1	18
Whiscash	Chaser♂ Furgy	33	2	6
Raticate	Chaser♂ Furgy	50	1	NULL
Mareep	Chaser♀ Jeol	14	9	NULL
Torchic	Chaser♀ Jeol	14	5	NULL
Plusle	Chaser♀ Jupex	20	9	NULL
Minun	Chaser♀ Jupex	20	9	NULL
Snubbull	Chaser♀ Jupex	20	16	NULL
Lileep	Chaser♂ Koiyt	27	4	3
Sneasel	Chaser♂ Kuxor	42	12	17
Shelgon	Chaser♂ Kuxor	42	10	NULL
Grovyle	Chaser♂ Kuxor	42	3	NULL
Swinub	Chaser♂ Labet	17	17	6
Bagon	Chaser♂ Labet	17	10	NULL
Murkrow	Chaser♂ Labet	17	12	18
Clamperl	Chaser♂ Labet	17	2	NULL
Swinub	Chaser♂ Labet	23	17	6
Bagon	Chaser♂ Labet	23	10	NULL
Murkrow	Chaser♂ Labet	23	12	18
Clamperl	Chaser♂ Labet	23	2	NULL
Piloswine	Chaser♂ Labet	50	17	6
Salamence	Chaser♂ Labet	50	10	18
Murkrow	Chaser♂ Labet	50	12	18
Gorebyss	Chaser♂ Labet	50	2	NULL
Swablu	Chaser♀ Laken	6	1	18
Feebas	Chaser♀ Laken	6	2	NULL
Swablu	Chaser♀ Laken	17	1	18
Feebas	Chaser♀ Laken	17	2	NULL
Wingull	Chaser♀ Laken	16	2	18
Altaria	Chaser♀ Laken	50	10	18
Milotic	Chaser♀ Laken	50	2	NULL
Pelipper	Chaser♀ Laken	50	2	18
Cleffa	Chaser♀ Mestil	20	16	NULL
Pichu	Chaser♀ Mestil	20	9	NULL
Smoochum	Chaser♀ Mestil	20	17	14
Togepi	Chaser♀ Mestil	20	16	NULL
Dustox	Chaser♀ Nalix	35	8	7
Beautifly	Chaser♀ Nalix	36	8	18
Sunflora	Chaser♀ Nalix	34	3	NULL
Illumise	Chaser♀ Nalix	36	8	NULL
Volbeat	Chaser♀ Nalix	36	8	NULL
Sharpedo	Chaser♀ Navu	50	2	12
Hitmonlee	Chaser♀ Navu	50	13	NULL
Zangoose	Chaser♀ Navu	50	1	NULL
Victreebel	Chaser♀ Navu	50	3	7
Golem	Chaser♀ Navu	50	4	6
Nidoqueen	Chaser♀ Navu	50	7	6
Venusaur	Chaser♂ Nildon	50	3	7
Lapras	Chaser♂ Nildon	50	2	17
Lotad	Chaser♂ Novil	20	2	3
Seedot	Chaser♂ Novil	20	3	NULL
Castform	Chaser♂ Novil	20	1	NULL
Sentret	Chaser♀ Ostix	20	1	NULL
Smeargle	Chaser♀ Ostix	20	1	NULL
Skitty	Chaser♀ Ostix	20	1	NULL
Nidoking	Chaser♀ Pixen	50	7	6
Magmar	Chaser♀ Pixen	50	5	NULL
Politoed	Chaser♀ Pixen	50	2	NULL
Fearow	Chaser♀ Pixen	50	1	18
Jynx	Chaser♀ Pixen	50	17	14
Armaldo	Chaser♀ Pixen	50	4	8
Rayquaza	Chaser♀ Quelis	100	10	18
Claydol	Chaser♀ Quelis	100	6	14
Poochyena	Chaser♂ Rafert	20	12	NULL
Taillow	Chaser♂ Rafert	20	1	18
Ralts	Chaser♂ Rafert	20	14	16
Duskull	Chaser♂ Rafert	20	15	NULL
Blastoise	Chaser♀ Regeni	50	2	NULL
Dugtrio	Chaser♀ Regeni	50	6	NULL
Teddiursa	Chaser♀ Resila	20	1	NULL
Pichu	Chaser♀ Resila	20	9	NULL
Pichu	Chaser♀ Resila	20	9	NULL
Smoochum	Chaser♀ Resila	20	17	14
Dratini	Chaser♀ Rosil	5	10	NULL
Sunkern	Chaser♀ Rosil	5	3	NULL
Unown	Chaser♂ Scrib	5	14	NULL
Carvanha	Chaser♂ Scrib	5	2	12
Taillow	Chaser♀ Sellis	20	1	18
Natu	Chaser♀ Sellis	20	14	18
Torchic	Chaser♀ Sellis	20	5	NULL
Swablu	Chaser♀ Sellis	20	1	18
Trapinch	Chaser♂ Tarbil	20	6	NULL
Spoink	Chaser♂ Tarbil	20	14	NULL
Spinda	Chaser♂ Tarbil	20	1	NULL
Venonat	Chaser♀ Tessi	5	8	7
Snorunt	Chaser♀ Tessi	5	17	NULL
Simisage	Chef Albern	31	3	NULL
Simisear	Chef Albern	31	5	NULL
Simipour	Chef Albern	31	2	NULL
Pidgeotto	Chef Kamaboko	30	1	18
Pansage	Chef Roger	10	3	NULL
Pansear	Chef Roger	10	5	NULL
Panpour	Chef Roger	10	2	NULL
Pansear	Chef Roger	10	5	NULL
Pansage	Chef Roger	10	3	NULL
Panpour	Chef Roger	10	2	NULL
Smeargle	Chic Actress Alyssa	60	1	NULL
Smeargle	Chic Actress Katalina	30	1	NULL
Cacturne	Child Star Abby	50	3	12
Qwilfish	Child Star Abby	42	2	7
Kirlia	Child Star Abby	50	14	16
Metang	Cipher Admin Dakim	37	11	14
Golem	Cipher Admin Dakim	38	4	6
Marshtomp	Cipher Admin Dakim	38	2	6
Camerupt	Cipher Admin Dakim	38	5	6
Entei	Cipher Admin Dakim	50	5	NULL
Claydol	Cipher Admin Dakim	46	6	14
Forretress	Cipher Admin Dakim	45	8	11
Flygon	Cipher Admin Dakim	46	6	10
Whiscash	Cipher Admin Dakim	46	2	6
Entei	Cipher Admin Dakim	50	5	NULL
Claydol	Cipher Admin Dakim	46	6	14
Forretress	Cipher Admin Dakim	45	8	11
Flygon	Cipher Admin Dakim	46	6	10
Whiscash	Cipher Admin Dakim	46	2	6
Houndoom	Cipher Admin Dakim	47	12	5
Claydol	Cipher Admin Dakim	63	6	14
Forretress	Cipher Admin Dakim	64	8	11
Swampert	Cipher Admin Dakim	65	2	6
Solrock	Cipher Admin Dakim	64	4	14
Entei	Cipher Admin Dakim	50	5	NULL
Claydol	Cipher Admin Dakim	63	6	14
Forretress	Cipher Admin Dakim	64	8	11
Swampert	Cipher Admin Dakim	65	2	6
Solrock	Cipher Admin Dakim	64	4	14
Houndoom	Cipher Admin Dakim	65	12	5
Golbat	Cipher Admin Ein	48	7	18
Huntail	Cipher Admin Ein	47	2	NULL
Lanturn	Cipher Admin Ein	47	2	9
Altaria	Cipher Admin Ein	46	10	18
Raikou	Cipher Admin Ein	50	9	NULL
Crobat	Cipher Admin Ein	48	7	18
Pelipper	Cipher Admin Ein	49	2	18
Rhydon	Cipher Admin Ein	50	6	4
Starmie	Cipher Admin Ein	49	2	14
Raikou	Cipher Admin Ein	50	9	NULL
Crobat	Cipher Admin Ein	48	7	18
Pelipper	Cipher Admin Ein	49	2	18
Rhydon	Cipher Admin Ein	50	6	4
Starmie	Cipher Admin Ein	49	2	14
Manectric	Cipher Admin Ein	50	9	NULL
Mantine	Cipher Admin Ein	62	2	18
Rhydon	Cipher Admin Ein	63	6	4
Gyarados	Cipher Admin Ein	64	2	18
Crobat	Cipher Admin Ein	65	7	18
Raikou	Cipher Admin Ein	50	9	NULL
Mantine	Cipher Admin Ein	62	2	18
Rhydon	Cipher Admin Ein	63	6	4
Gyarados	Cipher Admin Ein	64	2	18
Crobat	Cipher Admin Ein	65	7	18
Manectric	Cipher Admin Ein	65	9	NULL
Ludicolo	Cipher Admin Miror B.	28	2	3
Ludicolo	Cipher Admin Miror B.	29	2	3
Ludicolo	Cipher Admin Miror B.	31	2	3
Ludicolo	Cipher Admin Miror B.	30	2	3
Sudowoodo	Cipher Admin Miror B.	50	4	NULL
Ludicolo	Cipher Admin Miror B.	44	2	3
Ludicolo	Cipher Admin Miror B.	45	2	3
Loudred	Cipher Admin Miror B.	46	1	NULL
Golduck	Cipher Admin Miror B.	45	2	NULL
Sudowoodo	Cipher Admin Miror B.	50	4	NULL
Ludicolo	Cipher Admin Miror B.	44	2	3
Ludicolo	Cipher Admin Miror B.	45	2	3
Loudred	Cipher Admin Miror B.	46	1	NULL
Golduck	Cipher Admin Miror B.	45	2	NULL
Armaldo	Cipher Admin Miror B.	43	4	8
Ludicolo	Cipher Admin Miror B.	63	2	3
Ludicolo	Cipher Admin Miror B.	64	2	3
Exploud	Cipher Admin Miror B.	64	1	NULL
Ludicolo	Cipher Admin Miror B.	65	2	3
Sudowoodo	Cipher Admin Miror B.	50	4	NULL
Ludicolo	Cipher Admin Miror B.	63	2	3
Ludicolo	Cipher Admin Miror B.	64	2	3
Exploud	Cipher Admin Miror B.	64	1	NULL
Ludicolo	Cipher Admin Miror B.	65	2	3
Armaldo	Cipher Admin Miror B.	64	4	8
Delcatty	Cipher Admin Venus	45	1	NULL
Steelix	Cipher Admin Venus	45	11	6
Banette	Cipher Admin Venus	45	15	NULL
Vileplume	Cipher Admin Venus	44	3	7
Suicune	Cipher Admin Venus	50	2	NULL
Bellossom	Cipher Admin Venus	48	3	NULL
Misdreavus	Cipher Admin Venus	47	15	NULL
Raichu	Cipher Admin Venus	48	9	NULL
Wigglytuff	Cipher Admin Venus	48	1	16
Suicune	Cipher Admin Venus	50	2	NULL
Bellossom	Cipher Admin Venus	48	3	NULL
Misdreavus	Cipher Admin Venus	47	15	NULL
Raichu	Cipher Admin Venus	48	9	NULL
Wigglytuff	Cipher Admin Venus	48	1	16
Milotic	Cipher Admin Venus	48	2	NULL
Blissey	Cipher Admin Venus	65	1	NULL
Dusclops	Cipher Admin Venus	64	15	NULL
Raichu	Cipher Admin Venus	63	9	NULL
Meganium	Cipher Admin Venus	64	3	NULL
Suicune	Cipher Admin Venus	50	2	NULL
Blissey	Cipher Admin Venus	65	1	NULL
Dusclops	Cipher Admin Venus	64	15	NULL
Raichu	Cipher Admin Venus	63	9	NULL
Meganium	Cipher Admin Venus	64	3	NULL
Milotic	Cipher Admin Venus	65	2	NULL
Swellow	Cipher Admin Ardos	50	1	18
Alakazam	Cipher Admin Ardos	44	14	NULL
Kingdra	Cipher Admin Ardos	44	2	10
Heracross	Cipher Admin Ardos	44	8	13
Electabuzz	Cipher Admin Ardos	50	9	NULL
Snorlax	Cipher Admin Ardos	50	1	NULL
Sceptile	Cipher Admin Ardos	50	3	NULL
Charizard	Cipher Admin Ardos	50	5	18
Gengar	Cipher Admin Ardos	50	15	7
Aerodactyl	Cipher Admin Ardos	50	4	18
Tauros	Cipher Admin Ardos	50	1	NULL
Starmie	Cipher Admin Ardos	50	2	14
Ninjask	Cipher Admin Eldes	45	8	18
Manectric	Cipher Admin Eldes	50	9	NULL
Salamence	Cipher Admin Eldes	50	10	18
Flygon	Cipher Admin Eldes	45	6	10
Marowak	Cipher Admin Eldes	50	6	NULL
Lapras	Cipher Admin Eldes	50	2	17
Latios	Cipher Admin Eldes	50	10	14
Latias	Cipher Admin Eldes	50	10	14
Gengar	Cipher Admin Eldes	50	15	7
Metagross	Cipher Admin Eldes	50	11	14
Snorlax	Cipher Admin Eldes	50	1	NULL
Tauros	Cipher Admin Eldes	50	1	NULL
Lairon	Cipher Admin Gorigan	36	11	4
Sealeo	Cipher Admin Gorigan	36	17	2
Slowking	Cipher Admin Gorigan	36	2	14
Ursaring	Cipher Admin Gorigan	36	1	NULL
Primeape	Cipher Admin Gorigan	50	13	NULL
Primeape	Cipher Admin Gorigan	50	13	NULL
Slowking	Cipher Admin Gorigan	42	2	14
Ursaring	Cipher Admin Gorigan	43	1	NULL
Aggron	Cipher Admin Gorigan	43	11	4
Walrein	Cipher Admin Gorigan	44	17	2
Poliwrath	Cipher Admin Gorigan	50	2	13
Salamence	Cipher Admin Gorigan	50	10	18
Granbull	Cipher Admin Gorigan	50	16	NULL
Arcanine	Cipher Admin Gorigan	50	5	NULL
Tauros	Cipher Admin Gorigan	50	1	NULL
Hitmontop	Cipher Admin Gorigan	50	13	NULL
Gyarados	Cipher Admin Gorigan	50	2	18
Lanturn	Cipher Admin Snattle	26	2	9
Quagsire	Cipher Admin Snattle	26	2	6
Lunatone	Cipher Admin Snattle	50	4	14
Castform	Cipher Admin Snattle	27	1	NULL
Metang	Cipher Admin Snattle	28	11	14
Metang	Cipher Admin Snattle	42	11	14
Quagsire	Cipher Admin Snattle	42	2	6
Scizor	Cipher Admin Snattle	42	8	11
Solrock	Cipher Admin Snattle	50	4	14
Castform	Cipher Admin Snattle	42	1	NULL
Starmie	Cipher Admin Snattle	50	2	14
Electrode	Cipher Admin Snattle	50	9	NULL
Gengar	Cipher Admin Snattle	50	15	7
Muk	Cipher Admin Snattle	50	7	NULL
Glalie	Cipher Admin Snattle	50	17	NULL
Regirock	Cipher Admin Snattle	50	4	NULL
Regice	Cipher Admin Snattle	50	17	NULL
Luvdisc	Cipher Admin Lovrina	20	2	NULL
Beautifly	Cipher Admin Lovrina	19	8	18
Roselia	Cipher Admin Lovrina	19	3	7
Delcatty	Cipher Admin Lovrina	50	1	NULL
Gardevoir	Cipher Admin Lovrina	36	14	16
Gorebyss	Cipher Admin Lovrina	36	2	NULL
Roselia	Cipher Admin Lovrina	37	3	7
Altaria	Cipher Admin Lovrina	50	10	18
Shuckle	Cipher Admin Lovrina	50	8	4
Milotic	Cipher Admin Lovrina	50	2	NULL
Wobbuffet	Cipher Admin Lovrina	50	14	NULL
Blissey	Cipher Admin Lovrina	50	1	NULL
Misdreavus	Cipher Admin Lovrina	50	15	NULL
Meganium	Cipher Admin Lovrina	50	3	NULL
Piloswine	Cipher Peon♂ Arton	42	17	6
Glalie	Cipher Peon♂ Arton	42	17	NULL
Delibird	Cipher Peon♂ Arton	50	17	18
Piloswine	Cipher Peon♂ Arton	55	17	6
Glalie	Cipher Peon♂ Arton	54	17	NULL
Delibird	Cipher Peon♂ Arton	50	17	18
Piloswine	Cipher Peon♂ Arton	55	17	6
Glalie	Cipher Peon♂ Arton	54	17	NULL
Sealeo	Cipher Peon♂ Arton	50	17	2
Gloom	Cipher Peon♀ Baila	41	3	7
Jumpluff	Cipher Peon♀ Baila	42	3	18
Sunflora	Cipher Peon♀ Baila	50	3	NULL
Vileplume	Cipher Peon♀ Baila	51	3	7
Jumpluff	Cipher Peon♀ Baila	53	3	18
Sunflora	Cipher Peon♀ Baila	50	3	NULL
Vileplume	Cipher Peon♀ Baila	51	3	7
Jumpluff	Cipher Peon♀ Baila	53	3	18
Roselia	Cipher Peon♀ Baila	52	3	7
Geodude	Cipher Peon♂ Berin	36	4	6
Geodude	Cipher Peon♂ Berin	36	4	6
Sandslash	Cipher Peon♂ Berin	38	6	NULL
Muk	Cipher Peon♂ Bluno	45	7	NULL
Grumpig	Cipher Peon♂ Bluno	44	14	NULL
Muk	Cipher Peon♂ Bluno	55	7	NULL
Grumpig	Cipher Peon♂ Bluno	54	14	NULL
Camerupt	Cipher Peon♂ Bluno	53	5	6
Croconaw	Cipher Peon♂ Bluno	50	2	NULL
Muk	Cipher Peon♂ Bluno	63	7	NULL
Grumpig	Cipher Peon♂ Bluno	62	14	NULL
Camerupt	Cipher Peon♂ Bluno	61	5	6
Croconaw	Cipher Peon♂ Bluno	50	2	NULL
Grimer	Cipher Peon♂ Bopen	39	7	NULL
Dustox	Cipher Peon♂ Bopen	38	8	7
Seviper	Cipher Peon♂ Bopen	40	7	NULL
Furret	Cipher Peon♂ Cole	37	1	NULL
Remoraid	Cipher Peon♂ Cole	39	2	NULL
Castform	Cipher Peon♂ Cole	41	1	NULL
Aipom	Cipher Peon♂ Cole	50	1	NULL
Furret	Cipher Peon♂ Cole	57	1	NULL
Octillery	Cipher Peon♂ Cole	56	2	NULL
Castform	Cipher Peon♂ Cole	58	1	NULL
Aipom	Cipher Peon♂ Cole	50	1	NULL
Furret	Cipher Peon♂ Cole	57	1	NULL
Octillery	Cipher Peon♂ Cole	56	2	NULL
Castform	Cipher Peon♂ Cole	58	1	NULL
Wigglytuff	Cipher Peon♂ Cole	56	1	16
Ariados	Cipher Peon♀ Dagur	38	8	7
Gloom	Cipher Peon♀ Dagur	39	3	7
Illumise	Cipher Peon♀ Dagur	40	8	NULL
Masquerain	Cipher Peon♂ Dioge	42	8	18
Ariados	Cipher Peon♂ Dioge	41	8	7
Heracross	Cipher Peon♂ Dioge	50	8	13
Masquerain	Cipher Peon♂ Dioge	54	8	18
Forretress	Cipher Peon♂ Dioge	53	8	11
Heracross	Cipher Peon♂ Dioge	50	8	13
Masquerain	Cipher Peon♂ Dioge	53	8	18
Forretress	Cipher Peon♂ Dioge	51	8	11
Dustox	Cipher Peon♂ Dioge	50	8	7
Spheal	Cipher Peon♀ Doven	33	17	2
Carvanha	Cipher Peon♀ Doven	34	2	12
Baltoy	Cipher Peon♀ Kass	35	6	14
Ralts	Cipher Peon♀ Kass	35	14	16
Kirlia	Cipher Peon♀ Kass	35	14	16
Houndour	Cipher Peon♀ Kison	37	12	5
Duskull	Cipher Peon♀ Kison	36	15	NULL
Koffing	Cipher Peon♀ Kison	37	7	NULL
Kirlia	Cipher Peon♀ Kison	36	14	16
Volbeat	Cipher Peon♀ Kloak	38	8	NULL
Spinarak	Cipher Peon♀ Kloak	39	8	7
Ledian	Cipher Peon♀ Kloak	50	8	18
Volbeat	Cipher Peon♀ Kloak	53	8	NULL
Ariados	Cipher Peon♀ Kloak	54	8	7
Ledian	Cipher Peon♀ Kloak	50	8	18
Volbeat	Cipher Peon♀ Kloak	53	8	NULL
Ariados	Cipher Peon♀ Kloak	52	8	7
Illumise	Cipher Peon♀ Kloak	53	8	NULL
Nuzleaf	Cipher Peon♀ Lare	38	3	12
Carvanha	Cipher Peon♀ Lare	38	2	12
Houndour	Cipher Peon♀ Lare	38	12	5
Murkrow	Cipher Peon♀ Lare	50	12	18
Nuzleaf	Cipher Peon♀ Lare	57	3	12
Sharpedo	Cipher Peon♀ Lare	56	2	12
Houndour	Cipher Peon♀ Lare	56	12	5
Murkrow	Cipher Peon♀ Lare	50	12	18
Nuzleaf	Cipher Peon♀ Lare	57	3	12
Sharpedo	Cipher Peon♀ Lare	56	2	12
Houndour	Cipher Peon♀ Lare	56	12	5
Sneasel	Cipher Peon♀ Lare	57	12	17
Rhyhorn	Cipher Peon♂ Lesar	40	6	4
Grovyle	Cipher Peon♂ Lesar	40	3	NULL
Ariados	Cipher Peon♂ Lesar	50	8	7
Rhyhorn	Cipher Peon♂ Lesar	57	6	4
Grovyle	Cipher Peon♂ Lesar	56	3	NULL
Ariados	Cipher Peon♂ Lesar	50	8	7
Rhyhorn	Cipher Peon♂ Lesar	57	6	4
Grovyle	Cipher Peon♂ Lesar	56	3	NULL
Masquerain	Cipher Peon♂ Lesar	57	8	18
Seaking	Cipher Peon♂ Mirakle B.	39	2	NULL
Linoone	Cipher Peon♂ Mirakle B.	39	1	NULL
Electrode	Cipher Peon♂ Mirakle B.	39	9	NULL
Sandslash	Cipher Peon♂ Mirakle B.	39	6	NULL
Sudowoodo	Cipher Peon♂ Mirakle B.	39	4	NULL
Torkoal	Cipher Peon♀ Nella	47	5	NULL
Magcargo	Cipher Peon♀ Nella	46	5	4
Houndoom	Cipher Peon♀ Nella	50	12	5
Torkoal	Cipher Peon♀ Nella	47	5	NULL
Magcargo	Cipher Peon♀ Nella	46	5	4
Ninetales	Cipher Peon♀ Nella	48	5	NULL
Pineco	Cipher Peon♂ Nore	32	8	NULL
Nincada	Cipher Peon♂ Nore	31	8	6
